OA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00016175,296,4,8,2,2,4,3,2,4,3,3,1,1,1,4,4,2,2,1,2,0,2,2,1,4,1,5,4,6,7,6,8,9,8,10,7,2,7,2,5,3,7,5,5,4,9,3,1,4,5,3,6,5,0,6,1,5,8,7,8,3,4,2,5,4,5,1,1,4,1,2,1,1,2,2,0,1,0,1,3,0,3,0,0,1,0,2,2,0,0,0,1
E00016181,306,5,5,1,5,6,2,1,1,6,1,4,2,4,0,2,2,3,6,3,1,2,4,3,8,4,7,6,8,9,11,10,8,6,6,2,3,1,2,6,5,3,8,8,2,2,6,1,1,2,5,4,4,5,3,5,5,2,3,2,7,3,2,3,9,6,4,4,0,1,0,1,3,5,0,3,3,2,0,0,1,1,0,0,0,1,2,2,0,0,0,1
E00016182,359,5,6,4,2,6,7,3,8,2,7,6,3,2,7,3,7,1,5,4,1,1,4,2,7,5,5,3,7,6,7,7,5,11,5,8,4,1,5,7,9,9,5,2,3,8,3,4,7,3,2,2,6,2,8,4,6,7,8,7,4,7,2,9,4,2,4,2,3,0,2,0,1,2,2,2,5,1,3,1,0,0,1,0,0,0,2,0,4,0,1,1
E00016160,296,2,4,1,3,6,0,5,8,1,3,8,2,5,2,1,2,1,3,4,1,1,1,2,1,4,4,1,2,3,3,3,2,4,0,3,6,2,6,3,4,5,9,9,4,3,4,4,6,10,6,2,7,1,4,5,5,4,4,2,1,2,3,2,0,3,3,3,4,1,3,3,5,4,6,2,3,1,2,3,1,4,1,2,2,3,1,4,1,1,1,10
E00016183,246,4,1,3,2,3,4,2,2,1,2,3,2,1,1,2,2,3,2,1,1,0,1,0,1,3,9,3,4,4,7,6,11,1,3,4,8,4,5,4,6,4,4,8,9,2,1,4,5,2,6,3,2,1,2,6,2,3,3,1,4,1,1,1,1,1,2,1,2,0,2,4,4,3,1,2,0,0,2,2,0,3,0,2,0,3,2,2,2,1,1,2
E00016185,217,1,1,1,4,3,2,2,2,2,0,2,5,1,2,5,3,0,1,1,2,0,1,1,0,0,1,6,2,3,3,5,4,3,2,1,5,4,2,1,3,4,9,3,1,4,7,6,8,1,1,4,5,4,0,5,3,1,3,3,0,0,1,2,1,0,3,1,1,0,5,3,1,4,4,4,3,0,4,2,1,1,1,1,4,3,1,1,0,0,2,4
E00016191,279,1,2,4,4,3,3,1,6,0,1,3,5,3,4,1,2,2,2,2,0,0,0,1,2,3,6,3,2,1,4,4,7,9,3,2,6,4,2,3,5,4,6,6,3,6,4,2,6,3,5,4,5,4,1,3,4,8,5,4,2,2,3,0,2,3,2,3,1,4,4,1,3,5,4,5,3,2,1,1,1,2,6,3,4,4,3,1,0,0,1,4
E00016195,267,6,5,6,4,1,3,4,4,4,4,3,1,3,2,1,1,2,0,2,0,1,0,2,2,2,2,5,3,3,5,6,7,6,3,4,3,2,4,5,8,8,7,6,4,8,3,4,6,6,5,4,4,3,4,3,7,4,1,1,2,1,0,0,0,2,0,4,1,1,4,4,2,0,1,3,1,0,1,0,3,2,3,2,1,3,0,5,1,0,0,3
E00016197,277,2,5,5,7,1,1,2,1,4,1,1,1,1,3,2,2,0,2,1,1,0,1,3,2,2,3,8,7,12,11,2,7,7,4,4,6,9,11,5,7,13,6,4,3,7,6,8,6,3,6,3,1,5,3,2,3,2,8,4,4,0,3,1,2,0,0,2,1,0,1,0,0,1,2,2,1,0,1,3,0,1,1,0,2,1,0,0,0,0,0,1
E00016161,359,5,7,5,1,4,3,3,1,2,2,3,2,2,1,3,8,1,3,3,1,2,1,3,4,4,5,2,12,7,8,12,9,13,9,10,15,12,8,7,5,12,9,5,5,4,3,5,6,5,3,1,8,4,1,6,2,3,4,1,3,1,2,5,0,6,2,5,2,1,1,6,1,3,5,4,0,3,2,1,2,1,1,1,0,0,1,2,0,0,0,3
E00016190,262,2,2,0,1,3,4,0,3,4,3,2,0,0,3,2,0,2,2,2,2,0,2,2,2,2,4,2,2,5,2,4,2,4,5,1,4,6,4,4,3,8,5,3,3,3,2,4,2,2,2,3,2,3,7,0,3,7,1,4,6,6,6,6,9,4,6,9,4,1,3,3,3,2,2,2,1,1,2,1,2,2,2,4,3,5,0,1,0,1,0,4
E00016192,359,5,6,3,2,2,1,6,3,6,2,3,5,4,3,4,4,4,2,3,3,2,6,4,7,5,4,10,12,8,7,10,12,8,9,9,5,7,5,9,8,7,9,13,8,3,7,6,6,5,3,5,4,3,5,4,4,5,3,3,2,2,4,2,1,2,2,2,0,1,0,3,3,0,0,1,3,0,1,1,2,3,2,0,0,0,0,0,0,0,1,0
E00016193,272,6,2,4,2,2,0,2,0,1,3,1,2,1,0,2,1,4,0,1,0,3,3,2,1,5,3,7,3,5,5,15,7,9,13,10,4,8,9,5,9,4,9,5,5,6,3,2,3,5,4,4,5,3,8,5,3,2,1,2,1,3,2,2,2,2,3,3,0,1,3,1,2,0,1,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0
E00016194,365,3,4,4,4,4,4,3,2,4,1,4,3,3,5,2,1,1,1,4,6,5,6,5,8,5,10,3,5,5,5,8,11,10,6,7,12,10,7,6,12,9,10,7,9,6,7,6,7,7,4,7,6,5,6,4,4,4,4,3,2,4,4,1,2,1,5,3,2,0,2,1,2,3,1,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
E00016196,459,7,9,4,11,7,6,5,7,6,6,6,6,5,2,6,3,7,4,2,1,2,2,5,5,8,13,5,7,13,3,11,13,6,10,6,13,4,9,6,9,13,10,10,9,5,5,6,8,5,10,5,4,12,6,9,6,3,10,5,4,4,6,1,6,4,2,2,1,5,1,0,1,2,2,3,1,2,1,0,2,1,0,3,0,1,1,0,1,0,0,1
E00016162,260,0,3,4,4,4,5,4,5,7,2,3,2,1,2,2,5,5,1,4,4,1,0,1,1,3,6,5,3,3,1,4,3,7,4,6,7,3,6,9,8,2,4,6,7,2,6,3,0,4,6,4,7,1,3,2,4,4,5,1,0,8,5,3,1,4,1,1,1,2,2,0,4,0,0,0,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,1
E00016198,502,10,5,6,19,11,11,8,7,10,10,9,5,7,6,5,12,7,12,8,6,3,4,4,5,6,3,5,6,4,10,12,21,8,17,6,12,6,8,17,6,9,6,8,4,9,8,7,8,7,4,6,6,5,9,5,0,3,1,3,2,3,4,6,5,7,2,1,1,1,2,0,4,3,5,1,1,0,2,0,0,1,1,3,0,0,0,0,2,0,0,0
E00016202,428,7,4,4,10,5,7,6,6,1,5,2,3,5,3,4,4,3,4,2,5,2,3,10,11,15,11,19,14,18,14,11,13,22,5,11,8,10,9,7,9,9,8,1,6,5,4,3,6,4,2,0,5,5,9,2,3,3,3,3,2,0,0,2,3,3,1,0,1,0,2,0,2,0,3,0,1,1,0,3,1,0,0,0,0,3,1,1,0,0,2,3
E00016205,237,3,0,2,1,4,1,2,1,1,1,1,1,0,2,0,2,1,1,1,0,2,0,0,2,3,6,4,7,8,6,11,5,5,6,4,6,4,4,10,9,6,5,4,3,1,3,3,3,2,2,3,2,4,6,5,2,1,3,5,4,2,3,0,2,3,2,1,0,1,3,1,3,0,2,4,2,0,1,1,1,2,0,0,1,1,2,0,2,1,1,1
E00016208,297,6,7,3,2,3,4,1,5,0,9,2,7,2,5,2,4,3,2,5,3,5,0,2,2,3,7,1,4,6,6,6,10,5,7,8,4,6,7,6,3,3,1,5,5,3,2,4,8,3,4,2,5,6,7,6,6,6,2,1,4,0,4,4,2,1,2,2,1,2,2,1,3,3,3,1,1,2,0,1,0,0,1,1,0,1,0,0,0,1,1,1
E00016199,185,4,2,0,1,0,0,4,5,3,10,0,2,2,2,2,3,7,5,4,3,0,3,2,2,1,1,2,0,4,4,1,2,1,2,3,3,2,0,8,4,4,1,3,3,3,6,2,1,1,3,2,5,3,4,1,2,4,2,4,2,1,2,1,0,2,0,0,3,0,1,1,0,1,0,1,1,2,2,1,1,0,1,3,1,0,0,0,0,0,0,0
E00016200,324,4,2,6,2,5,4,10,11,10,10,3,9,4,4,1,9,10,5,17,8,4,5,4,8,0,4,3,4,2,5,4,6,3,7,3,3,0,9,3,11,1,5,4,4,2,0,3,5,9,1,2,5,3,4,1,4,4,4,1,2,2,4,2,4,1,5,1,2,0,2,1,0,2,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,1,0,4
E00016201,417,12,10,10,4,6,7,8,9,5,4,1,0,4,0,2,2,1,1,2,2,2,2,3,1,4,4,8,11,13,8,17,13,14,14,10,31,18,10,23,11,5,3,4,3,4,4,8,1,4,3,1,1,2,0,0,3,3,3,2,0,4,0,6,2,6,1,3,2,3,0,1,2,1,2,3,0,3,2,1,1,1,2,2,3,0,2,3,0,0,0,0
E00016203,65,0,0,0,1,1,0,4,1,3,1,0,0,2,2,0,0,0,3,0,1,0,1,0,2,0,1,0,1,1,1,0,1,1,0,0,0,2,3,2,1,1,1,0,1,0,1,0,2,1,1,1,0,2,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
E00016207,416,6,3,3,3,6,14,5,14,9,10,2,4,3,7,9,14,21,15,8,17,6,5,10,4,5,4,2,5,6,4,6,9,6,2,3,7,11,7,8,7,2,5,3,1,1,2,5,8,3,6,2,5,4,5,4,5,1,1,5,3,4,7,5,0,4,8,2,0,1,4,2,2,2,0,1,1,2,0,0,0,1,2,0,1,2,1,3,0,0,0,0
E00016163,337,2,5,6,6,13,5,3,4,6,2,2,7,2,5,1,6,2,1,3,3,2,3,2,3,1,7,6,9,3,14,11,5,14,5,12,14,6,7,3,10,4,7,8,2,4,1,8,3,6,7,1,4,2,4,4,6,0,5,3,1,3,0,0,4,1,2,3,5,3,1,2,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,3
E00016165,319,3,3,11,1,8,1,4,5,4,4,1,3,3,1,4,4,7,0,0,2,1,2,3,3,1,4,2,8,5,3,2,9,11,8,7,3,7,7,9,3,8,7,6,3,10,6,7,10,4,6,6,7,2,4,6,2,3,2,3,1,0,3,0,1,4,2,3,5,0,1,3,2,3,0,0,0,0,0,1,2,2,1,4,2,3,1,0,0,0,0,6
E00016168,184,0,5,1,3,0,0,1,1,2,0,1,0,0,1,0,0,1,2,0,3,0,1,1,1,1,0,0,3,9,3,8,6,10,1,6,3,3,2,4,4,8,4,4,6,1,4,3,1,2,4,2,4,1,3,6,2,8,3,0,2,1,0,1,1,0,3,0,1,0,1,0,1,1,2,3,0,2,2,0,0,2,2,0,1,1,2,0,0,0,0,2
E00016169,284,4,5,5,5,0,7,3,6,2,5,3,1,2,2,1,2,1,5,4,2,1,1,0,3,2,2,2,5,5,0,6,8,7,8,8,7,5,6,2,7,3,4,2,1,2,5,5,0,4,2,3,2,3,9,4,7,3,2,4,4,3,4,1,5,4,3,1,2,3,1,2,4,4,2,2,1,2,0,3,2,3,2,2,2,1,0,0,2,0,1,3
E00016172,275,6,3,5,5,6,3,0,1,2,3,0,2,1,2,1,2,2,2,0,1,2,0,2,2,4,6,5,7,9,7,3,4,8,5,9,14,3,12,5,9,5,8,5,6,4,4,3,1,3,2,5,3,4,2,6,3,4,3,1,1,5,3,3,0,4,2,1,1,0,0,0,0,2,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
E00016177,273,2,4,8,5,5,5,7,5,1,0,2,2,0,5,3,0,1,3,0,4,0,0,0,1,2,5,5,3,13,8,9,11,6,12,12,2,2,4,5,8,3,6,6,2,4,1,5,2,6,3,4,4,3,3,3,2,2,6,5,2,0,3,1,1,3,0,0,1,4,2,0,2,4,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,1,2
E00016210,398,1,2,3,2,2,1,4,2,1,7,5,2,6,2,5,5,6,4,4,4,7,10,12,10,7,5,7,8,4,8,6,11,8,6,2,4,3,7,4,7,4,2,6,5,7,5,5,4,7,6,6,3,5,5,5,6,5,3,3,3,8,4,7,8,3,5,1,10,0,1,2,4,4,2,5,6,4,4,5,3,1,0,0,0,0,0,3,1,2,1,5
E00016239,296,1,4,3,1,2,0,2,1,4,1,2,1,4,1,1,3,5,2,4,2,5,4,9,10,7,6,5,6,3,5,8,12,10,8,8,6,4,4,6,2,8,7,5,5,5,7,5,7,4,2,4,2,4,0,1,2,2,4,2,3,0,2,2,2,4,1,4,0,4,3,2,5,1,1,1,2,0,1,0,1,1,0,1,0,1,2,2,0,0,0,2
E00016240,514,6,12,9,7,6,2,7,8,5,2,3,3,5,6,8,6,2,7,2,4,4,5,11,15,9,14,13,12,14,15,16,15,18,18,21,15,12,6,18,14,10,10,10,11,7,6,4,4,2,4,2,3,4,3,7,4,5,4,3,3,5,3,3,3,4,0,2,2,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
E00016241,178,0,3,2,3,1,3,4,0,0,1,4,4,5,0,4,2,2,2,2,1,3,2,5,3,4,1,1,1,5,4,4,2,3,3,3,2,2,3,2,0,2,1,1,5,3,1,1,0,2,3,2,3,0,3,2,1,5,2,2,0,3,2,1,4,2,2,1,2,1,5,1,0,2,1,0,2,2,1,0,3,0,0,0,0,1,0,1,1,0,0,5
E00016245,382,5,3,3,4,4,3,6,5,5,6,9,4,6,9,9,3,7,6,8,4,7,6,11,16,9,8,3,6,9,2,8,7,3,4,5,4,6,7,4,5,3,4,11,8,4,4,7,6,9,4,7,3,3,4,8,2,4,3,0,3,3,3,3,3,5,1,2,3,3,1,1,1,0,0,1,2,5,2,0,2,0,0,0,0,1,0,0,1,0,0,3
E00016211,364,2,10,6,2,3,4,5,3,5,4,4,2,2,4,6,3,7,3,6,4,4,7,3,6,4,10,17,17,12,8,6,4,3,5,8,6,6,6,4,9,5,5,5,3,5,9,3,6,5,5,5,8,1,5,5,7,1,2,2,2,1,6,1,6,0,5,2,3,1,0,3,1,1,0,2,0,1,1,2,0,0,0,0,1,0,3,0,1,2,1,1
E00016213,398,4,3,3,5,3,4,4,10,2,3,4,5,4,7,5,3,6,3,2,2,9,7,9,8,3,18,16,13,15,21,6,5,8,4,8,6,5,6,12,3,8,8,5,3,5,5,2,8,6,3,4,7,9,2,5,6,5,1,1,4,2,1,0,2,3,2,0,1,1,4,2,0,0,2,0,3,2,2,0,0,1,0,3,0,1,2,1,0,1,0,1
E00016244,324,0,4,6,3,3,4,3,1,4,1,2,3,2,2,2,0,4,5,0,3,3,7,7,5,7,16,9,21,18,14,9,9,8,3,4,5,6,3,5,4,4,1,4,2,2,1,4,5,2,5,5,4,3,3,5,2,5,6,2,2,2,3,5,2,1,3,4,2,4,1,1,0,1,2,2,0,1,1,2,0,1,0,1,1,2,0,0,0,0,0,0
E00016250,337,4,5,2,3,5,5,6,4,7,4,1,4,2,2,5,4,2,2,6,3,3,7,6,6,5,7,14,23,11,8,4,4,5,7,4,7,5,4,5,1,1,6,3,4,0,3,4,4,10,5,4,2,7,2,8,5,4,3,3,3,6,4,7,0,7,1,2,0,0,0,2,0,1,2,1,0,0,0,0,1,1,3,0,1,0,0,3,0,0,1,1
E00174011,120,2,1,4,1,0,3,2,1,1,2,0,1,1,0,0,1,1,0,0,1,4,1,0,4,0,5,2,4,7,2,4,3,6,3,7,5,3,3,0,0,2,4,1,2,2,1,2,0,5,3,2,0,1,2,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00174032,445,2,3,4,1,3,1,0,1,2,1,1,2,0,2,1,0,4,0,7,18,50,43,32,22,12,26,15,16,14,13,7,8,4,2,4,7,5,4,3,6,2,1,5,5,4,1,0,5,1,3,5,6,5,7,0,3,2,6,3,3,2,3,4,0,1,1,4,0,3,0,1,0,1,2,0,2,0,1,1,0,1,3,0,2,0,0,0,0,0,0,0
E00174033,103,2,3,1,1,2,1,3,1,1,1,3,1,3,1,0,2,0,0,1,0,2,2,4,0,2,3,4,2,5,1,1,3,3,0,1,0,0,1,0,5,1,2,2,4,2,2,1,0,1,0,1,0,3,1,2,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
E00016216,376,3,7,7,2,8,7,6,3,4,3,5,3,3,2,3,3,3,1,0,2,1,4,1,5,8,9,7,9,11,10,9,16,15,11,8,12,16,4,7,10,7,7,7,12,8,5,2,4,4,6,5,1,3,2,5,4,3,2,3,5,1,1,2,8,2,1,2,2,0,0,2,3,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0
E00016236,794,6,15,9,10,9,4,7,7,7,8,9,9,12,14,7,3,7,3,2,4,4,6,6,12,10,11,22,25,29,23,26,27,24,17,27,18,16,23,18,22,26,19,24,18,20,11,12,11,10,11,5,9,10,9,4,3,8,9,7,1,4,6,1,4,1,3,4,1,4,1,3,6,2,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0
E00016246,92,1,0,3,1,6,0,0,1,2,1,1,1,0,2,3,2,0,0,1,0,2,0,0,0,0,1,1,2,0,2,5,0,5,4,2,1,1,5,1,0,1,2,0,2,0,2,4,0,1,0,0,3,1,1,0,0,1,1,0,0,1,2,2,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
E00016248,346,5,6,5,3,4,3,1,3,1,1,2,1,2,1,2,1,5,3,1,2,2,2,3,3,10,6,5,9,10,11,15,11,7,12,11,12,9,9,7,17,8,12,10,9,7,5,5,3,8,6,2,4,3,2,1,0,1,5,2,2,2,4,0,1,2,1,2,0,0,1,0,2,3,1,3,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2
E00016252,392,9,8,1,1,4,1,3,6,4,2,4,5,0,5,3,4,5,0,7,2,3,3,8,7,4,7,2,8,6,11,8,11,11,10,12,8,10,14,9,4,7,8,8,4,6,11,6,6,9,8,7,3,11,6,9,3,4,2,4,3,1,1,6,3,0,2,0,3,2,2,0,1,1,1,0,1,0,2,2,0,1,0,1,0,2,0,0,0,1,0,4
E00016219,341,5,3,4,4,3,3,4,5,1,3,2,4,2,1,1,3,2,0,2,3,4,5,2,8,4,7,6,16,13,14,13,16,8,13,13,7,9,7,7,8,5,2,5,3,6,5,2,4,8,1,4,5,6,4,3,3,1,3,4,2,3,0,3,0,0,1,1,0,1,0,1,1,2,1,4,2,3,1,0,0,2,1,0,0,1,0,0,0,0,0,2
E00016220,202,8,1,3,1,2,1,0,4,2,1,2,2,1,2,2,0,1,2,0,1,2,2,2,2,3,5,4,5,4,5,8,12,5,5,6,8,5,3,7,0,6,2,4,2,3,1,5,3,4,3,2,1,3,1,2,2,2,2,0,0,1,2,2,1,0,0,0,1,0,2,1,0,1,2,2,2,1,0,0,2,0,0,0,2,2,0,0,0,0,0,1
E00016221,310,7,5,5,5,4,2,5,7,7,3,4,1,4,2,3,3,1,1,1,0,5,2,2,4,5,6,4,6,7,11,10,8,7,14,10,11,11,7,2,6,5,5,5,9,6,4,6,1,0,4,6,6,0,3,3,1,4,5,0,2,2,2,3,3,3,1,2,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1
E00016223,228,4,1,1,5,3,2,6,1,2,2,3,2,4,2,1,1,2,0,1,0,1,2,3,5,5,4,5,4,4,5,4,3,4,9,4,7,10,4,6,7,3,4,4,3,4,1,2,3,2,5,4,3,3,1,2,2,5,1,2,2,4,3,3,5,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0
E00016225,238,5,2,2,1,3,2,5,2,4,3,4,2,4,1,2,1,1,0,1,0,2,1,3,7,7,4,5,6,8,6,6,7,6,6,8,4,6,5,5,4,4,4,2,6,4,5,3,5,2,3,3,9,1,3,1,2,2,1,1,0,2,3,3,0,0,1,0,1,1,0,2,1,0,1,2,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0,1
E00016255,214,5,4,5,2,5,3,1,3,1,4,1,2,1,2,0,1,0,0,2,0,1,3,1,1,1,4,6,4,6,6,5,8,7,7,7,2,9,8,4,5,4,6,1,2,7,3,1,3,4,5,2,3,3,5,3,2,0,3,4,0,2,1,0,1,1,0,0,0,1,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
E00016214,417,7,4,2,4,3,2,6,6,5,5,2,3,0,1,5,5,2,3,3,0,8,5,4,13,12,10,10,16,12,18,16,19,11,9,5,7,11,7,8,7,10,7,6,7,2,2,5,1,3,4,4,4,6,3,5,2,3,2,3,4,2,3,7,7,0,3,4,1,3,1,4,3,4,1,2,1,1,1,1,1,4,1,0,1,1,0,0,0,0,0,1
E00016215,325,2,2,5,4,2,7,7,5,4,3,3,2,2,5,3,1,0,3,1,3,3,3,3,1,4,10,3,11,11,13,10,8,14,8,7,7,6,6,8,3,2,3,7,4,4,0,6,2,3,3,3,6,7,3,5,2,4,0,6,7,5,2,2,6,4,1,5,2,0,2,2,0,1,1,1,0,0,2,0,2,0,0,1,0,1,1,1,1,0,0,2
E00016217,383,3,6,1,5,5,6,3,4,2,3,1,4,6,4,2,2,3,6,2,3,2,3,0,1,14,9,5,6,14,9,14,12,7,13,9,5,4,5,4,4,4,3,8,6,6,4,4,3,5,3,10,4,5,6,7,8,4,5,3,7,2,7,4,5,7,3,3,1,3,2,2,2,3,2,2,2,4,2,0,2,1,1,0,3,0,0,0,0,2,0,2
E00016237,355,3,4,4,2,2,1,1,2,5,2,6,4,2,0,3,2,1,1,4,3,2,7,10,18,11,9,13,14,7,11,10,11,11,8,16,4,4,3,8,4,6,4,2,3,4,5,3,6,1,3,6,4,5,1,1,1,2,1,5,3,3,4,4,3,2,3,0,3,2,1,1,4,3,1,1,2,3,1,2,2,2,1,1,2,1,1,1,1,1,0,0
E00016247,295,2,2,3,2,4,6,4,8,5,3,5,4,6,1,4,5,2,0,2,0,3,1,1,3,7,6,5,9,5,7,11,12,8,8,12,6,5,6,5,2,8,1,4,1,5,5,2,2,7,1,4,2,1,3,5,7,3,8,2,2,3,1,0,2,4,1,1,0,4,2,2,1,1,4,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1
E00016253,324,3,2,5,4,3,1,2,6,0,4,0,3,2,2,3,5,1,1,0,2,4,7,13,4,13,10,9,7,10,6,8,14,11,10,12,6,6,6,5,6,3,5,2,8,9,1,4,4,3,4,5,2,3,4,0,4,5,5,2,0,5,1,3,3,2,2,1,1,2,2,0,2,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,3
E00016218,234,7,6,1,7,0,4,3,2,2,2,1,1,2,2,2,1,0,1,2,2,0,2,0,1,2,6,5,7,8,5,8,11,13,10,7,6,9,10,6,4,7,6,2,5,2,4,3,3,2,4,1,2,3,4,0,1,2,0,0,3,1,1,2,0,0,0,1,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016222,339,6,3,8,9,2,6,2,8,2,4,4,3,1,1,4,3,0,3,0,1,2,4,0,4,7,9,7,6,8,6,11,10,12,9,10,5,13,16,9,8,5,6,7,0,7,5,7,4,4,6,3,2,4,5,4,3,1,5,2,3,1,5,1,2,1,1,3,0,2,2,1,2,0,1,1,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0
E00016224,293,6,2,3,3,3,4,4,8,5,2,2,2,1,2,2,3,0,2,1,1,2,1,3,3,1,6,6,6,7,8,8,6,3,6,8,8,10,12,13,11,8,5,4,5,2,8,5,3,8,6,4,4,2,5,4,3,4,3,0,1,2,0,3,2,0,1,0,2,1,1,1,1,0,0,1,3,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0
E00016226,345,10,13,9,2,5,10,5,5,5,5,8,1,4,2,3,1,3,0,5,6,7,6,7,1,6,7,5,5,4,5,7,8,9,10,6,4,7,9,5,11,7,10,7,7,5,2,2,3,6,6,1,6,2,0,2,3,1,6,1,4,1,1,3,0,1,0,1,1,0,2,2,4,0,2,1,3,2,0,1,2,0,1,1,0,1,0,1,0,0,0,2
E00016227,461,3,8,1,6,7,2,5,1,5,3,1,2,0,1,4,1,2,3,2,10,10,8,17,16,27,22,22,16,21,10,14,9,12,13,12,12,13,7,16,8,6,7,9,5,3,2,5,5,3,4,1,0,3,5,4,2,2,2,2,2,1,2,2,1,4,2,3,1,1,1,4,2,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
E00016228,400,6,3,11,4,4,5,5,3,6,10,6,5,5,3,4,7,5,3,3,2,1,4,7,4,6,6,9,11,6,7,9,9,10,2,14,9,6,11,7,10,5,6,6,8,9,3,5,9,9,5,4,6,8,7,6,2,2,1,3,3,3,2,1,1,1,2,2,4,2,1,0,2,2,3,1,1,4,1,3,1,1,0,1,0,1,0,0,1,0,0,4
E00016229,436,3,7,4,5,5,9,3,6,4,2,2,3,4,4,1,1,4,4,3,1,2,2,4,6,10,12,7,10,15,13,15,12,16,10,10,9,9,8,11,8,7,8,11,4,4,7,7,7,4,11,5,10,3,4,5,6,6,3,4,5,2,4,1,3,3,5,6,1,1,1,2,3,3,1,0,1,0,0,2,0,1,3,1,0,0,2,0,0,1,1,3
E00016230,358,4,7,6,7,6,3,10,6,7,7,4,7,5,3,0,1,6,2,0,1,4,3,6,1,6,5,5,9,9,7,11,8,12,5,5,11,6,6,7,5,2,3,4,5,4,6,9,3,6,10,8,5,6,2,4,2,6,6,2,1,5,5,3,3,2,1,1,0,1,2,1,0,0,0,1,1,1,2,0,0,2,0,3,1,0,0,1,0,1,2,2
E00016231,342,3,5,4,5,3,4,11,8,0,9,3,5,1,3,2,4,2,2,1,1,3,5,6,4,14,2,8,7,8,9,6,9,6,4,7,6,4,3,6,3,3,8,3,8,4,5,7,5,4,11,9,5,3,6,5,3,3,2,4,6,4,3,2,4,2,2,3,2,0,1,2,0,1,0,0,0,1,1,0,1,2,0,3,3,0,0,1,1,0,1,2
E00016232,365,3,8,5,3,6,6,8,3,5,3,6,2,6,5,6,4,1,3,0,2,3,3,4,5,4,7,9,7,7,8,7,7,8,10,7,9,9,11,8,7,9,4,2,6,4,7,5,8,13,3,5,2,8,10,4,2,3,2,2,3,7,3,1,2,3,2,0,3,2,0,1,2,1,1,0,2,1,1,0,0,0,1,2,0,1,0,0,0,0,0,2
E00016233,386,6,2,7,9,4,6,7,10,9,13,5,5,2,3,2,3,4,4,8,7,7,3,8,5,3,10,8,6,9,3,6,11,5,6,9,3,5,6,7,5,4,5,3,10,6,6,6,3,8,9,11,7,6,4,10,2,4,3,1,4,4,5,5,0,1,2,1,2,1,1,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
E00016209,490,5,2,5,10,7,9,6,3,9,2,6,2,2,4,5,8,7,4,9,12,8,9,13,22,16,18,12,12,9,8,7,10,6,12,7,12,10,10,9,15,6,12,9,3,9,7,6,6,5,6,5,3,5,6,3,6,8,2,5,3,3,3,2,2,1,5,2,0,1,2,0,0,3,2,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1
E00016235,327,9,4,1,3,3,0,4,3,4,2,2,2,0,0,2,3,1,4,6,2,1,6,6,10,8,10,13,11,20,18,7,10,6,11,7,7,15,8,10,7,6,8,2,1,5,3,5,2,3,4,2,3,6,2,3,1,5,1,3,2,1,1,1,0,1,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
