OA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00016238,382,7,3,5,3,6,4,3,5,2,2,1,2,2,3,3,2,1,4,2,2,1,6,10,10,9,11,17,11,14,17,12,6,8,6,9,18,11,3,10,8,5,7,7,1,5,3,3,3,7,4,3,6,2,3,2,3,4,3,2,0,3,1,2,1,3,3,4,2,6,3,2,2,2,1,2,2,1,1,1,2,2,0,1,0,0,1,1,0,0,1,0
E00173941,553,4,10,5,9,7,4,6,4,2,3,0,1,1,1,1,0,4,3,17,67,69,67,62,38,22,10,8,9,4,6,7,4,5,6,4,3,2,9,9,3,3,3,2,4,1,4,1,2,3,2,2,1,0,1,2,1,0,1,1,4,1,1,0,1,0,0,1,2,2,2,1,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
E00173942,388,10,5,5,7,5,1,3,3,1,4,3,2,2,3,1,3,5,4,1,9,17,15,15,19,26,14,13,9,15,12,9,10,6,6,6,13,4,10,12,12,7,4,5,4,5,1,3,3,1,2,2,1,3,3,2,1,2,1,5,0,1,2,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
E00016261,396,5,2,2,4,5,3,6,6,6,2,8,1,10,5,5,5,4,5,4,1,2,0,9,2,7,9,3,11,5,8,5,8,5,3,3,5,6,8,2,3,3,5,5,10,9,5,3,3,13,12,4,4,5,9,8,10,13,8,10,6,4,1,3,4,2,6,3,3,5,3,4,1,4,1,0,0,2,0,0,0,1,0,2,1,0,0,0,2,1,0,5
E00016282,443,4,8,8,8,5,5,7,8,3,11,5,1,2,5,2,9,12,6,3,6,6,3,1,7,1,4,3,3,5,6,7,10,5,8,5,4,8,9,10,6,10,12,9,8,8,4,8,5,12,9,4,3,8,6,1,5,8,15,6,1,9,6,2,3,5,5,4,5,3,2,2,1,0,1,2,1,0,1,0,0,2,1,2,3,2,0,4,1,0,1,4
E00016288,462,6,10,12,9,6,10,8,5,13,12,7,9,2,2,4,1,2,10,15,5,3,2,6,6,5,1,7,4,2,4,10,0,6,6,6,8,6,5,10,7,12,13,17,7,9,6,12,11,5,8,2,5,5,8,7,5,8,13,7,1,4,5,5,4,2,3,3,3,3,4,1,1,4,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
E00016289,349,6,3,8,2,5,11,7,9,6,5,6,3,7,5,3,5,5,3,5,2,3,1,6,5,6,2,2,6,2,3,6,8,4,8,4,8,3,4,6,4,5,2,7,6,10,5,1,2,6,7,7,8,8,10,6,8,3,5,6,5,3,2,3,1,2,2,0,5,2,1,1,0,1,0,0,0,2,1,1,2,1,1,3,1,0,0,0,0,0,0,0
E00016294,316,5,0,5,4,6,11,1,4,5,4,6,0,6,3,2,6,1,5,2,4,0,3,2,3,4,7,3,3,3,6,9,8,7,2,2,6,8,2,6,5,0,6,4,4,4,2,4,3,5,5,5,6,3,8,4,9,12,9,3,2,5,3,4,2,2,0,3,1,7,3,0,2,2,1,1,1,1,1,1,2,0,0,2,1,0,0,1,1,0,1,1
E00016281,359,8,5,4,10,5,8,4,6,5,2,4,2,6,3,4,5,6,6,3,3,1,2,5,5,2,5,5,4,1,2,3,5,4,5,8,6,9,4,5,10,4,3,8,5,4,2,4,8,10,10,3,5,10,3,5,5,5,2,6,4,2,6,1,3,4,4,3,0,1,1,1,5,0,2,2,1,3,3,3,1,1,0,1,0,1,4,5,2,2,0,1
E00016290,331,8,4,4,2,7,8,11,5,5,5,6,3,4,4,3,4,5,2,5,3,2,3,2,3,1,2,4,5,6,3,3,7,3,4,4,4,7,5,4,5,6,8,8,10,4,5,6,5,3,6,7,6,6,4,5,3,2,6,4,3,3,3,4,2,1,3,1,0,3,4,1,0,2,0,1,1,0,2,1,1,2,2,2,3,1,3,2,0,1,0,0
E00016292,274,7,1,7,6,5,2,3,3,5,4,4,4,4,5,5,3,3,1,4,4,1,1,2,1,4,3,1,3,3,3,5,2,6,1,3,6,7,4,8,3,3,4,4,2,4,2,0,2,5,5,4,4,7,7,1,6,6,5,5,3,2,2,6,2,3,4,3,0,0,2,2,0,0,1,1,3,2,1,0,1,2,0,1,0,3,5,0,0,0,0,2
E00016293,321,4,6,5,5,5,2,1,2,6,4,2,5,6,2,4,5,0,4,3,3,5,3,3,5,3,7,4,6,4,6,1,8,1,4,3,1,4,5,6,3,4,5,3,7,2,7,4,6,3,6,3,6,8,8,4,6,6,8,8,3,1,5,4,5,2,1,4,1,2,3,2,2,0,3,1,0,1,2,1,0,1,4,2,2,0,2,2,0,3,0,2
E00016295,353,9,2,3,11,9,3,3,8,7,3,6,6,8,2,2,6,4,5,2,2,4,5,3,5,3,4,3,3,4,3,3,4,3,6,7,2,7,6,3,3,8,5,5,7,5,5,7,4,6,3,10,2,2,7,5,10,11,4,5,4,5,3,3,3,0,3,3,4,1,4,0,3,4,2,1,1,1,2,0,0,2,2,0,1,0,2,1,2,0,1,2
E00016258,430,7,7,4,7,8,7,7,7,4,4,6,7,7,9,6,5,7,7,3,3,3,4,2,5,4,4,4,6,6,6,6,8,6,6,3,7,7,8,9,6,12,11,7,5,9,3,10,7,1,8,2,11,3,6,8,7,2,4,4,6,4,5,2,7,2,3,6,3,5,3,3,1,3,1,1,2,0,1,1,1,0,3,0,3,2,2,2,4,0,1,1
E00016259,325,6,1,7,7,3,5,7,7,6,3,3,2,1,3,7,5,4,5,6,4,3,2,3,1,3,0,2,3,3,5,4,2,3,4,3,2,7,10,5,7,8,11,4,8,6,5,5,1,3,4,3,1,7,6,5,5,4,6,5,9,2,2,3,2,0,2,2,3,2,6,0,3,5,2,2,0,0,3,2,0,1,0,2,1,1,2,3,0,1,1,2
E00016298,477,8,5,6,5,7,5,7,10,8,8,8,5,8,5,4,6,4,9,8,5,4,5,9,8,5,2,5,7,3,6,8,10,2,8,5,4,7,5,6,6,9,13,12,10,5,7,4,8,10,7,9,8,5,6,6,6,7,8,8,7,6,10,2,4,5,1,9,4,5,1,2,1,3,1,1,0,1,2,2,0,2,2,1,3,1,4,0,0,0,2,1
E00016299,425,3,7,5,2,7,7,3,7,9,2,6,5,5,5,2,8,8,16,10,5,5,9,5,4,5,3,4,2,3,1,3,4,7,1,7,8,6,9,11,8,7,7,6,9,6,5,4,11,10,9,5,5,6,10,6,8,8,7,9,3,3,5,4,3,1,2,2,3,2,2,1,4,1,5,1,1,2,1,2,3,0,4,1,0,1,0,0,1,0,0,2
E00016260,365,4,7,9,8,3,7,3,2,3,1,2,5,7,3,5,2,3,5,5,4,7,3,1,4,7,6,6,4,3,6,4,5,4,5,4,5,3,1,6,9,5,7,4,4,6,4,6,4,7,5,3,3,7,4,4,7,10,6,8,7,7,6,6,7,1,5,2,2,3,4,3,2,3,0,1,2,2,1,1,4,0,4,1,0,0,1,2,1,0,0,2
E00016262,274,7,8,3,4,7,7,2,4,0,2,3,3,3,4,2,3,4,2,3,2,4,2,3,2,3,2,2,4,3,6,2,1,4,3,4,2,2,2,7,5,4,5,2,7,7,5,5,8,10,4,3,4,3,5,5,4,4,6,2,1,0,1,2,4,0,1,1,2,2,0,1,5,6,3,1,1,0,1,0,1,0,1,0,3,0,0,1,0,0,0,7
E00016266,350,2,5,5,1,7,4,1,8,4,2,2,6,5,5,7,6,3,6,5,3,1,8,4,2,3,4,1,4,4,2,5,2,6,5,4,5,6,6,6,10,5,10,4,5,8,3,3,8,5,4,3,8,2,7,5,6,5,5,8,6,4,6,3,5,3,3,3,4,1,0,5,3,4,1,2,1,4,0,0,0,0,0,1,3,2,1,0,1,0,1,4
E00016267,328,9,2,8,5,6,3,2,2,4,6,4,1,3,6,2,1,7,8,5,8,6,6,6,8,3,6,5,2,2,4,2,4,2,3,5,5,7,5,3,6,6,6,7,4,6,5,4,6,2,9,2,2,3,4,4,4,6,5,5,4,0,2,4,2,3,1,2,2,1,1,6,3,1,1,3,1,3,1,2,0,0,2,3,3,1,0,1,0,0,0,3
E00016271,402,5,6,9,4,2,8,3,4,5,9,3,6,8,4,5,3,1,9,3,3,4,4,6,5,6,9,4,6,8,2,4,4,4,4,5,2,5,6,5,4,8,8,7,3,5,6,1,2,6,6,2,6,11,4,4,5,5,10,6,9,8,6,3,4,0,2,2,1,6,1,4,6,5,5,0,1,4,1,2,0,5,6,6,1,1,1,3,2,1,1,3
E00016274,379,6,3,10,3,4,1,7,2,5,3,3,3,6,3,7,5,6,1,9,4,4,5,3,6,7,5,2,2,5,7,8,4,4,3,6,9,15,6,12,8,7,7,1,10,7,4,5,3,3,5,6,7,3,2,5,7,6,3,6,6,8,0,2,3,5,3,2,2,1,2,2,0,1,2,2,0,2,0,2,0,3,2,6,1,0,2,0,1,0,3,7
E00016276,394,6,4,3,6,3,2,3,4,3,3,0,3,3,2,2,3,6,2,2,4,3,0,3,3,9,3,3,6,6,6,14,5,9,10,9,11,11,13,5,10,9,14,5,7,6,9,4,5,5,10,1,6,2,7,4,7,9,2,5,3,6,4,4,7,2,4,3,2,1,0,0,4,3,4,0,3,2,3,1,0,0,1,0,3,2,1,2,2,3,0,4
E00016277,387,5,6,7,4,7,4,2,6,3,6,5,9,5,1,7,1,5,6,5,0,5,4,2,3,3,5,6,3,9,4,4,13,6,8,5,10,5,6,8,11,3,7,8,9,4,3,4,3,3,11,4,4,4,5,6,3,4,11,11,7,5,4,8,2,5,1,4,0,2,0,3,3,6,0,0,1,1,1,4,0,4,2,1,2,0,0,0,0,0,0,0
E00016278,321,3,6,7,5,3,4,1,4,4,3,3,4,1,4,2,9,5,2,1,2,1,4,4,4,8,5,4,0,3,2,6,2,9,9,4,6,7,8,6,9,13,9,3,5,8,1,6,6,2,2,1,2,5,1,6,5,5,4,3,2,4,3,8,7,2,2,5,5,0,1,2,3,0,3,2,0,0,1,1,0,1,2,0,2,0,2,2,0,0,0,0
E00016285,303,1,5,1,5,2,2,1,4,1,0,3,0,5,0,0,5,2,6,6,2,3,1,5,3,1,4,4,1,3,3,6,3,5,4,7,6,9,10,5,9,4,6,5,1,4,10,4,3,3,5,5,3,4,4,3,6,5,4,7,2,6,6,6,3,7,3,3,2,3,2,3,4,4,0,0,2,1,1,1,2,2,1,0,1,2,1,2,0,1,0,3
E00016257,413,9,9,9,5,5,6,6,9,10,4,6,4,5,5,2,7,2,5,6,4,5,4,5,7,5,4,5,2,5,2,4,5,5,4,4,9,9,8,6,8,12,10,4,6,7,1,3,6,7,6,4,8,6,6,8,7,8,6,5,0,5,6,8,4,3,5,3,2,1,2,3,2,2,4,3,2,1,0,0,2,0,1,2,1,0,0,0,0,0,2,5
E00016263,228,2,3,4,2,4,4,2,0,2,6,4,0,0,1,2,1,3,3,3,0,3,1,4,4,5,1,3,2,6,6,7,7,5,5,5,3,5,6,2,3,0,6,4,2,8,6,1,3,0,1,1,1,4,1,3,1,1,2,3,4,2,4,4,4,4,4,1,2,1,3,1,0,1,4,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,2,3
E00016265,497,6,13,11,4,8,7,7,10,13,5,8,4,7,4,1,3,5,7,0,6,4,4,4,4,6,5,5,6,6,4,10,7,7,10,10,11,14,10,3,12,11,11,10,8,8,12,11,11,6,5,8,8,8,5,4,5,7,7,4,4,6,3,6,4,7,4,4,2,1,0,2,5,4,4,2,0,0,1,1,2,0,1,1,2,2,4,3,1,0,0,1
E00016268,467,7,4,2,11,4,3,5,4,8,6,6,4,5,9,3,2,5,5,8,3,6,5,3,9,8,4,4,6,8,4,8,4,3,7,10,6,6,7,4,6,12,14,11,7,9,3,4,4,8,1,6,7,9,4,3,6,3,4,11,6,9,4,8,10,8,5,5,9,3,3,1,2,5,6,1,2,5,2,2,2,4,4,2,2,1,1,0,3,0,1,3
E00016291,556,11,11,10,10,15,12,8,14,9,11,6,6,8,8,5,7,6,4,5,1,5,6,4,9,4,8,7,8,5,7,6,11,9,5,13,12,9,15,13,8,16,7,11,8,8,6,9,4,15,9,1,4,4,4,5,3,6,7,5,4,5,3,5,5,3,5,5,5,4,6,3,2,4,0,1,1,4,1,0,0,1,1,4,2,1,0,1,0,2,0,15
E00016256,335,4,4,3,1,1,8,6,5,7,3,6,0,6,4,1,4,3,4,3,3,0,3,5,3,7,1,3,4,5,7,6,5,3,5,10,9,8,6,4,5,8,2,8,1,2,1,3,5,8,9,2,8,1,4,8,13,7,2,4,4,2,8,4,4,3,1,2,0,0,1,3,3,4,0,1,2,2,2,1,0,2,1,3,1,3,1,1,0,1,1,3
E00016284,283,5,2,1,5,2,7,4,5,4,6,1,3,6,4,3,1,0,2,4,3,1,1,3,4,3,3,1,3,2,3,1,6,10,6,2,8,6,6,5,4,6,9,5,2,5,8,3,7,6,2,3,7,2,2,4,4,1,5,3,5,4,5,2,4,4,4,0,1,4,3,2,2,3,1,1,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,1
E00016286,426,8,9,4,10,5,5,4,5,3,8,8,1,2,3,8,7,6,8,7,3,4,6,3,4,6,6,5,4,3,3,4,8,7,3,7,6,7,5,7,4,14,7,5,8,6,5,5,8,5,7,7,8,6,8,6,6,6,12,9,10,3,5,3,4,4,2,3,2,4,5,4,0,1,4,2,2,3,2,2,0,1,1,3,0,0,0,0,1,0,1,0
E00016296,305,4,1,4,2,4,0,7,2,4,6,3,4,4,2,4,1,5,3,4,3,2,0,5,4,6,2,4,7,3,4,10,5,5,10,7,6,4,5,3,4,4,5,4,6,5,7,4,7,4,7,4,2,6,6,5,6,4,8,1,3,5,4,5,4,3,1,1,3,1,4,0,2,1,0,1,0,0,1,0,1,1,0,1,1,0,2,0,0,0,0,2
E00016297,386,3,6,6,6,3,7,7,6,8,6,6,2,4,5,5,5,4,6,6,7,2,4,4,7,7,3,4,3,5,4,3,10,4,6,4,4,4,8,6,4,5,7,6,9,5,2,5,7,4,7,5,3,3,5,5,9,6,7,7,4,6,6,8,1,6,5,4,0,6,2,4,4,1,0,1,1,1,1,0,1,1,1,0,2,3,1,0,1,1,2,1
E00016264,306,2,3,2,1,4,3,3,0,6,4,2,2,4,9,2,3,1,2,3,1,4,3,5,0,3,2,3,6,3,6,3,3,7,4,3,3,3,4,5,2,8,5,2,7,5,2,5,4,2,4,4,7,4,1,3,2,4,8,5,8,6,6,3,1,2,2,2,5,4,3,3,1,2,7,3,4,2,2,4,1,4,3,2,1,3,2,1,2,1,1,4
E00016269,357,3,3,1,6,2,6,3,3,1,5,5,6,7,3,5,7,9,7,8,7,5,6,7,4,8,3,3,2,4,2,6,5,2,2,3,3,3,0,1,5,3,5,4,7,3,7,5,8,8,8,8,3,7,5,10,5,5,8,7,5,2,8,4,3,3,1,2,3,2,2,3,4,0,3,5,1,2,3,1,2,1,2,0,0,0,3,0,0,3,1,1
E00016270,280,2,1,4,1,2,4,0,3,0,5,5,0,3,2,1,2,3,3,3,3,0,4,2,5,8,6,9,5,6,5,3,3,2,1,2,5,1,2,2,2,2,2,5,3,4,0,2,6,3,5,4,3,2,7,6,8,3,8,3,8,5,1,8,4,2,3,2,2,1,1,6,3,4,3,3,2,5,2,1,2,1,0,3,0,0,2,2,2,2,2,2
E00016272,383,7,5,7,7,2,6,3,7,6,12,4,4,2,3,6,1,5,6,3,3,4,2,2,6,5,5,2,5,8,4,4,4,4,5,7,3,3,7,4,5,13,10,5,6,6,8,5,6,5,5,5,10,7,6,2,3,4,6,7,5,4,5,3,4,4,3,2,1,1,2,2,4,3,2,1,1,1,1,3,1,1,1,1,4,4,0,4,0,3,2,3
E00016273,364,8,4,1,6,3,1,8,3,2,7,1,3,1,1,2,2,3,4,2,0,3,3,4,4,7,6,4,9,9,7,9,11,5,6,8,7,7,7,4,4,2,6,4,3,2,5,6,5,3,10,5,5,5,4,3,4,10,3,10,3,9,7,6,4,5,4,6,1,2,0,4,1,3,3,1,2,3,2,2,3,2,1,2,1,0,0,0,3,1,1,1
E00016275,414,10,5,13,8,5,7,6,10,10,5,6,4,7,8,1,9,8,4,5,2,1,3,1,4,4,3,5,5,2,4,3,9,6,5,6,15,4,4,10,7,14,7,13,4,7,5,5,7,7,4,5,2,7,7,7,13,7,6,2,1,4,3,4,3,2,7,3,3,1,0,1,1,0,0,2,1,1,1,4,4,0,0,0,0,2,2,0,0,1,0,0
E00016279,331,4,4,3,3,5,6,6,8,3,4,2,3,4,8,5,4,7,9,9,8,4,3,2,5,0,6,5,7,3,1,3,5,5,6,2,9,4,8,4,4,5,6,6,4,7,4,5,3,4,7,3,2,4,8,7,0,6,4,1,5,1,6,3,3,5,1,2,2,3,3,1,2,0,2,1,1,1,3,0,1,1,2,1,1,0,0,1,2,0,0,0
E00016280,281,7,4,6,3,1,2,1,3,5,2,3,2,2,3,4,8,6,3,2,4,1,2,4,1,4,3,4,2,3,3,4,4,5,6,3,5,5,7,1,4,9,2,2,2,4,5,3,4,4,4,5,3,6,6,3,7,5,9,3,2,3,4,2,2,2,2,4,1,2,0,0,2,0,4,2,1,4,3,2,2,2,0,0,1,0,1,0,1,1,0,3
E00016283,373,7,3,7,2,9,7,10,9,5,7,4,5,7,5,4,0,2,5,5,3,3,4,4,4,4,3,4,3,3,3,5,7,5,6,5,4,5,11,5,8,5,8,8,9,7,7,5,4,5,2,5,8,7,7,3,6,7,7,2,5,3,4,5,3,3,7,3,3,2,3,1,1,2,1,2,0,1,2,1,1,1,2,0,0,0,0,0,0,0,1,2
E00016287,377,4,8,7,3,9,7,2,9,6,5,12,3,7,3,5,1,5,9,2,3,3,6,3,9,2,8,2,2,6,5,4,7,2,6,3,3,3,8,5,4,5,4,6,8,4,8,4,2,7,5,6,6,6,6,1,1,9,2,6,6,6,7,5,1,2,6,3,4,3,1,7,3,5,4,4,2,2,2,1,0,0,0,0,0,1,0,1,0,1,1,2
E00016335,225,6,3,6,3,5,0,4,4,3,1,2,3,1,2,4,0,1,1,2,0,0,2,1,1,1,5,6,3,3,2,7,4,3,2,5,2,5,11,3,5,12,3,5,6,5,4,1,3,1,2,0,4,2,1,0,2,3,1,7,2,5,2,3,1,2,1,2,1,2,0,0,1,1,1,3,2,0,2,2,1,0,0,2,0,0,0,3,0,0,0,2
E00016336,377,6,5,7,4,5,4,8,6,4,11,2,3,5,5,3,3,3,1,0,1,0,4,1,4,1,7,1,2,3,5,6,9,12,5,8,8,5,7,7,6,8,7,7,11,7,7,7,2,5,7,11,5,8,4,9,9,5,4,5,1,4,4,1,4,1,1,0,8,3,4,2,1,4,1,1,2,1,1,0,3,2,2,2,3,2,0,1,0,1,0,2
E00016339,341,3,4,5,9,3,9,10,4,7,8,5,5,4,5,7,5,1,5,2,4,0,3,3,1,2,0,3,4,1,2,4,4,7,6,5,6,7,7,9,12,5,5,8,6,2,8,3,2,6,6,8,0,4,1,7,3,5,3,5,5,5,3,2,4,2,1,6,2,3,3,3,0,4,0,3,1,1,3,2,4,0,1,0,0,0,1,0,3,0,0,1
E00016340,343,2,10,5,5,11,7,10,5,6,7,4,5,4,5,3,2,4,1,2,3,2,1,1,3,4,4,1,3,4,2,2,6,4,2,8,8,7,9,8,14,11,9,7,3,9,5,3,6,8,8,3,4,3,9,3,4,5,3,2,5,1,4,4,5,2,0,1,0,1,1,1,1,1,1,4,0,0,1,1,1,0,1,2,1,2,0,1,0,2,0,0
E00016341,316,7,0,9,6,3,11,7,9,9,4,5,7,4,5,2,2,4,1,1,0,2,0,0,1,1,2,3,2,3,1,4,3,3,2,1,8,11,9,10,11,3,11,11,6,12,3,5,1,7,5,4,5,3,0,5,1,5,4,3,5,3,1,3,2,3,2,2,3,1,3,1,3,1,2,1,2,0,1,1,2,0,3,0,1,0,2,0,0,0,0,1
E00016300,339,9,5,8,5,6,5,2,2,3,5,2,3,1,0,0,2,0,2,0,2,1,4,6,4,8,5,8,7,3,7,10,7,3,9,16,7,15,11,11,13,7,7,6,5,9,7,7,2,1,3,4,5,4,2,2,4,5,3,1,2,2,3,6,2,2,2,1,1,2,3,1,1,2,0,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1
E00016310,242,7,5,4,3,4,5,4,5,2,3,5,3,0,3,1,3,2,2,0,2,2,3,2,4,5,3,4,1,5,5,2,1,2,3,2,4,7,2,3,3,5,4,4,5,3,6,2,2,3,8,1,3,3,3,0,4,1,3,6,1,1,1,6,7,1,3,2,4,5,0,3,2,1,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3
E00016312,338,5,6,10,2,8,5,7,6,2,5,1,5,5,3,4,4,3,3,1,2,2,1,2,4,4,6,2,4,7,4,7,11,6,6,8,8,9,9,11,8,7,9,3,10,0,3,7,5,4,10,5,5,4,5,1,4,2,3,1,1,3,6,2,4,1,2,1,3,4,2,1,2,2,3,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016343,348,13,5,10,4,4,10,8,6,8,3,2,4,4,3,1,2,3,3,1,4,4,0,3,1,4,2,5,6,3,5,4,5,8,2,4,9,8,5,7,9,2,10,13,4,4,7,7,0,11,0,3,4,2,2,1,2,3,2,9,3,5,3,4,4,4,4,0,2,2,7,3,1,4,3,4,5,3,1,2,0,1,1,1,0,0,0,0,1,0,1,1
E00016344,458,7,11,5,3,4,6,3,5,7,2,6,2,3,3,1,1,2,3,4,2,9,6,7,6,4,9,16,5,8,11,13,18,11,10,10,9,14,16,14,11,8,15,12,6,10,9,7,6,5,4,3,7,5,6,4,4,3,4,1,5,4,4,6,2,4,3,2,2,2,3,4,0,1,1,0,0,0,3,0,0,1,1,0,1,0,0,1,1,0,0,1
E00016301,408,6,5,9,10,10,8,9,3,6,7,3,4,4,5,3,1,2,0,2,2,3,0,4,3,5,6,5,6,8,4,6,12,4,7,5,9,10,6,9,7,13,11,15,10,7,8,7,4,11,9,4,7,4,8,7,3,4,5,1,3,5,1,1,1,4,2,4,2,2,2,2,2,0,2,1,0,5,0,0,1,2,0,1,3,2,1,0,2,0,1,0
E00016302,279,6,2,5,1,3,0,4,1,1,2,3,3,2,4,5,1,7,0,2,2,3,3,1,1,3,1,2,5,2,5,8,6,8,15,11,13,8,7,2,7,3,4,5,5,3,6,5,8,5,3,5,7,3,4,3,4,1,1,2,1,2,3,3,3,2,0,2,0,1,3,1,0,3,2,1,1,1,0,1,1,0,3,1,0,1,0,0,0,1,0,0
E00016316,355,1,4,4,7,3,5,2,4,6,4,6,5,3,3,8,5,4,3,5,4,2,0,4,6,2,2,2,5,3,8,7,11,7,5,9,6,5,8,11,6,4,3,7,11,2,6,10,7,2,4,6,2,3,4,4,4,0,1,6,3,3,1,2,6,2,6,6,7,3,5,2,2,5,3,2,3,2,1,2,0,0,0,3,0,0,0,0,2,1,1,1
E00016338,366,5,6,3,5,4,3,3,3,4,4,3,7,1,5,3,3,3,2,0,2,3,2,7,2,3,3,7,5,7,6,4,7,6,2,8,11,5,7,8,9,8,6,7,8,5,10,4,5,6,4,1,4,1,8,4,2,8,3,3,6,14,7,8,7,3,3,5,4,3,1,0,3,0,0,2,2,2,2,0,0,3,0,3,1,3,0,1,2,2,1,0
E00016342,302,5,4,6,9,3,5,5,3,5,3,5,3,2,5,3,2,4,3,2,2,2,4,3,0,5,0,3,3,3,7,1,4,4,7,5,4,7,9,8,7,4,7,7,5,6,1,4,9,4,4,5,3,5,7,5,6,3,4,3,6,1,1,2,1,5,3,1,1,3,2,1,1,1,1,1,0,1,2,0,3,0,2,0,2,1,0,0,2,0,0,1
E00016303,411,9,3,5,5,4,3,3,6,5,3,3,3,3,3,3,3,3,1,4,5,4,1,1,3,0,8,2,9,8,8,8,14,15,8,17,6,8,14,6,7,6,15,7,9,7,12,5,9,6,8,4,5,6,6,9,2,6,7,3,1,2,3,4,1,1,2,4,1,1,1,4,1,1,2,3,2,2,1,3,2,2,0,1,0,4,1,0,0,0,0,5
E00016304,321,6,4,4,3,7,3,7,4,5,4,1,1,0,1,3,1,0,4,3,1,1,0,1,2,2,2,2,4,5,3,12,10,5,7,7,15,8,9,14,11,10,5,5,4,8,9,5,6,8,3,2,4,5,4,2,2,6,11,0,3,1,0,3,2,3,2,3,4,1,0,2,1,5,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0,1,0,1
E00016313,256,9,10,3,6,2,8,3,4,5,5,0,3,2,0,0,1,1,1,2,0,1,1,1,0,1,3,2,1,3,4,8,8,10,11,10,7,6,11,14,12,4,6,5,4,4,6,5,4,1,2,0,1,0,3,4,3,1,0,4,1,5,3,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
E00016318,299,11,6,6,4,8,9,8,6,8,3,4,3,0,2,1,1,0,0,1,1,0,1,1,1,1,0,1,2,2,6,7,4,12,7,8,9,6,5,9,7,7,5,7,10,7,3,5,4,3,2,5,4,3,5,0,1,2,4,4,3,3,4,2,1,1,1,1,3,1,0,3,3,6,1,1,0,0,3,2,0,1,1,1,2,0,0,0,0,1,1,1
E00016345,281,2,6,6,4,4,6,4,6,4,2,3,2,2,1,2,0,4,1,0,1,0,0,0,0,1,0,4,8,4,7,8,7,6,6,8,7,8,6,12,4,10,9,5,3,7,5,3,5,8,5,5,4,1,1,5,2,0,2,4,4,2,3,0,2,0,1,1,0,0,1,0,3,2,3,1,3,1,1,0,2,1,0,1,0,0,2,1,2,1,0,3
E00016307,417,4,2,7,5,6,6,7,10,2,9,4,7,6,4,6,6,6,2,6,2,4,3,2,5,3,3,5,8,6,4,3,6,7,6,13,5,8,7,6,4,10,8,8,9,10,15,6,2,5,4,5,11,5,6,5,3,5,4,4,3,3,5,4,6,6,3,2,3,2,3,3,1,2,3,0,1,0,2,4,6,1,0,0,2,1,2,5,2,0,0,2
E00016314,292,3,3,2,5,1,2,1,3,2,3,3,3,3,4,5,3,2,3,3,2,0,3,2,6,2,5,4,4,5,6,5,9,9,9,8,6,1,6,3,6,9,5,1,4,0,4,4,3,8,2,4,5,4,3,3,2,6,2,3,1,6,9,2,5,3,3,2,2,2,3,0,2,1,5,0,2,2,1,1,2,1,1,1,1,0,1,1,0,1,0,4
E00016319,238,1,5,3,0,3,4,2,1,6,2,3,2,0,1,2,0,2,4,1,3,3,1,3,1,4,7,4,2,4,4,1,2,4,2,5,4,1,2,2,3,5,6,3,3,0,2,4,2,9,9,6,5,2,0,3,2,5,5,3,3,3,3,7,4,4,3,3,1,0,2,2,2,2,1,0,0,3,0,2,0,1,1,2,1,0,2,2,2,1,1,2
E00016321,303,5,2,2,2,2,0,4,4,5,4,4,3,4,1,3,3,6,2,0,4,1,2,5,3,5,6,7,3,7,9,9,7,6,9,5,9,4,7,6,8,4,1,8,5,4,5,5,3,4,6,5,3,4,4,3,4,5,4,3,3,4,3,8,1,5,2,0,1,0,0,0,2,2,1,0,5,1,3,2,0,0,0,0,0,0,1,0,0,0,0,1
E00016322,426,4,7,6,11,6,5,7,7,6,3,4,7,6,4,5,5,5,3,4,1,3,2,3,4,5,4,3,2,3,5,8,10,8,10,5,7,11,11,16,17,8,10,9,6,10,5,12,9,3,5,2,7,7,9,7,10,5,4,3,3,5,2,0,4,4,0,4,0,0,2,1,1,4,1,4,1,2,0,0,4,5,0,1,3,0,0,0,0,0,0,1
E00016305,279,3,5,3,1,6,4,7,5,7,7,3,2,2,6,2,3,6,4,1,1,2,1,2,2,1,7,3,2,4,5,9,5,9,7,6,6,9,5,5,6,6,5,5,3,4,3,1,5,2,5,5,2,3,1,2,4,2,2,2,5,1,3,1,3,1,1,4,2,3,1,1,1,3,1,1,1,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1
